ID,Last Changed,Author,Title,Anthology,URL,Source,Pub Year,Category,Location,License,"MPAA
Max","MPAA 
#Max","MPAA
#Avg",Excerpt,"Google
WC","Joon
WC v1",British WC,British Words,"Sentence
Count v1","Sentence
Count v2",Paragraphs,BT Easiness,BT s.e.,Flesch-Reading-Ease,Flesch-Kincaid-Grade-Level,Automated Readability Index,SMOG Readability,New Dale-Chall Readability Formula,CAREC,CAREC_M,CARES,CML2RI,firstPlace_pred,secondPlace_pred,thirdPlace_pred,fourthPlace_pred,fifthPlace_pred,sixthPlace_pred,Kaggle split
5574,,Mamma Maggie,BUTTERCUP'S CIRCUS,"The Nursery, July 1877, XXII. No. 1
       A Monthly Magazine for Youngest Readers",http://www.gutenberg.org/files/28135/28135-h/28135-h.htm#Page_13,gutenberg,1877,Lit,mid,PD,G,1,1,"One day Fred found an old saddle in the stable; and he proposed to Bertie to help him put it on the calf, and have a ride the length of her rope. They succeeded in fastening it upon Buttercup's smooth back; and Freddie exclaimed with delight, ""Now we will have a first-class circus!""
They brought a chair from the house, and placed it by the side of Miss Cow, she looking wonderingly at them with great round eyes. The boys both stood together in the chair, and Fred said, ""Now I will count, and, when I say four, we must spring upon the saddle. One—two—three—four;"" and on they went.
But, before they could have said ""five"" Miss Buttercup's heels were in the air, and her head went down so quickly, that Master Fred felt a sudden chill, and found himself in a tub of rain-water that stood under the eaves of the wood-shed; while Bertie went head-foremost into a pan of meal and water.",162,172,0,,6,6,3,-0.28055423,0.468645689,75.69,9.66,11.84,9,6.34,0.0023,0.02783,0.33818311,14.12774388,-0.373087571,-0.257166789,-0.16955821,-0.145079703,-0.275824905,-0.21534333,Train
5060,,?,PICTET'S HIGH SPEED BOAT,"Scientific American Supplement, No. 385",http://www.gutenberg.org/files/8950/8950-h/8950-h.htm,gutenberg,1883,Info,mid,PD,G,1,1,"The friction of water against the polished surfaces of the vessel's sides has not as yet been directly measured, but some indirect experiments permit us to consider the resistances due thereto as small. The entire power expended for the progress of the vessel is, then, utilized solely in displacing certain masses of water and in giving them a certain amount of acceleration. The masses of water set in motion depend upon the surface submerged, and their acceleration depends upon the speed of the vessel. Mr. Pictet has studied a form of vessel in which the greatest part possible of the masses of water set in motion shall be given a vertical acceleration, and the smallest part possible a horizontal one; and this is the reason why: All those masses of water which shall receive a vertical acceleration from the keel will tend to move downward and produce a vertical reaction in an upward direction applied to the very surface that gives rise to the motion.",165,166,0,,4,4,1,-2.925890992,0.518905409,29.09,19.45,21.66,15,9.32,0.41894,0.42567,0.520794024,14.52183745,-2.650017027,-2.877375906,-2.7370179,-2.822915854,-2.597120568,-2.6667135,Train
4681,,William Beverley Harison?,Invention and Discovery,The Great Round World and What Is Going On In It No. 44,http://www.gutenberg.org/files/15970/15970-h/15970-h.htm,gutenberg,1897,Info,start,PD,G,1,1,"An inventor in Boston has just perfected an excellent coat-hanger.
At the first glance it looks like the ordinary hangers we have been using for so many years, but this invention obviates the one objection which attaches to all the other hangers we have come across—it adapts itself to the size of the place in which it is to be used.
Those who live in small houses or apartments with meagre cupboard-room know that the old hanger is out of the question for them, two coats or waists taking up the entire length of the wardrobe.
The new hanger is adjustable. Its arms work on a spring. It can stretch them out to the fullest extent where space is no object, but when used in a cupboard where every inch counts, the accommodating arms will fold together, and taking one sleeve of the coat or waist on each arm, lay them together in the same position they would be in if folded in a drawer.",162,165,1,meagre,6,6,4,-0.555041377,0.475876059,64.6,11.16,12.57,12,7.29,0.18533,0.20827,0.38843368,9.077980144,-0.621359682,-0.495297384,-0.47183132,-0.557103037,-0.436440797,-0.40712625,Train
2937,,"Elke and René
Leisink","Cat and Dog
and the
butterfly",African Storybook Level 3,https://www.africanstorybook.org/#,africanstorybook,2017,Lit,mid,CC BY 4.0,G,1,1,"Cat and Dog look through the window. They look through the window. Then Cat and Dog see a butterfly! The butterfly is pink. Cat and Dog want to catch the butterfly. Cat and Dog follow the butterfly. They follow the butterfly. Cat and Dog follow the butterfly by foot. They walk after the butterfly. But the butterfly is fast. The butterfly is too fast, and Cat and Dog are slow. They are too slow. Cat and Dog follow the butterfly by bike. They ride after the butterfly. But the butterfly is fast. The butterfly is very fast, and Cat and Dog are slow. They are very slow. Cat and Dog follow the butterfly by car. They drive after the butterfly. But the butterfly is fast. The butterfly is still too fast, and Cat and Dog are slow. They are still too slow. Cat and Dog follow the butterfly by boat. They float after the butterfly. But the butterfly is fast. The butterfly is super-fast, and Cat and Dog are slow. They are still super-slow.",174,174,0,,27,27,1,0.220971467,0.488543613,87.74,2.64,1.51,8,0.59,0.42072,0.41581,0.385070383,43.7716589,0.217778275,0.340844591,0.09692794,0.142662277,0.220156755,0.2117439,Train
2018,,wikipedia,Electrical_cable,,https://en.wikipedia.org/wiki/Electrical_cable,wikipedia,2020,Info,mid,CC BY-SA 3.0,G,1,1,"An electrical cable is made of two or more wires running side by side and bonded, twisted, or braided together to form a single assembly, the ends of which can be connected to two devices, enabling the transfer of electrical signals from one device to the other. Cables are used for a wide range of purposes, and each must be tailored for that purpose. Cables are used extensively in electronic devices for power and signal circuits. Long-distance communication takes place over undersea cables. Power cables are used for bulk transmission of alternating and direct current power, especially using high-voltage cable. Electrical cables are extensively used in building wiring for lighting, power and control circuits permanently installed in buildings. Since all the circuit conductors required can be installed in a cable at one time, installation labor is saved compared to certain other wiring methods.",143,143,0,,7,7,1,-0.36109813,0.478653948,46.37,11.94,13.25,12,10.11,0.27431,0.27802,0.466720394,13.98891037,-0.64089513,-0.495781304,-0.44491497,-0.409715736,-0.585366839,-0.46242514,Train
6481,,Arthur M. Winfield,The Rover Boys on Treasure Isle The Strange Cruise of the Steam Yacht,,http://www.gutenberg.org/cache/epub/15723/pg15723-images.html,gutenberg,1909,Lit,mid,PD,G,1,1,"Scarcely daring to breathe, now that they knew the strange men were so close, the three Rover boys walked to the open doorway of the old mill and went inside. Dick led the way and crossed to where an enclosed stairs ran to the floor below. On tiptoes he went down, not trusting a step until he was sure of his footing. It was well he did this, for two of the steps were entirely rotted away, and he had to warn his brothers, otherwise one or another might have had a fall.
Standing in the wheel room of the old mill the boys saw another streak of light, coming from the room which Dick had suggested. The door to this was closed, a bolt on the inner side holding it in place. There was another bolt on the outside, which Dick remembered having seen on a previous visit.",148,149,0,,7,7,2,-0.124092932,0.481544765,78.49,7.6,8.43,9,6.28,0.14259,0.16839,0.279909501,14.11782933,-0.170421015,-0.15773374,-0.15969186,-0.127254378,-0.085584662,-0.045494236,Train
1903,6.01,"Becca Peixotto
Marina C. Elliott",Meet Neo: Your Distant Cousin?,,https://kids.frontiersin.org/article/10.3389/frym.2019.00155,kids.frontiersin,2020,Info,mid,CC BY 4.0,PG,2,1.5,"Many people like to learn about their family histories: what their parents, grandparents and even great-grandparents were like and where they came from, or if they are related to an important historical person. Or, they might like to know if a physical feature or behavior they share with an aunt or cousin was passed down from a common relative. Scientists called paleoanthropologists, are interested in the family history of Homo sapiens, the species to which all people living today belong. Unlike paleontologists who study the remains of dinosaurs, paleoanthropologists scientists who study ancient humans and their relatives, study the remains of hominins, a group of primates that includes humans and all of their extinct ancestors and relatives.. Hominins are a group of primates that includes humans and all our extinct ancestors and relatives, most of whom lived in the last 6–7 million years. Like someone trying to trace a family tree, paleoanthropologists try to figure out which of the extinct hominins might be our direct ancestors and which are just distant cousins. These scientists also try to understand what the hominins ate, where they lived, how they died, and other things about the lives of these ancient relatives.",198,198,0,,6,7,1,-0.820523406,0.475767097,40.24,14.71,16.94,15,8.86,0.29461,0.28454,0.660838232,19.07808765,-0.56456243,-0.633077383,-0.6080874,-0.636680855,-0.686471462,-0.58986735,Train
6055,,NASA,What Is a Spacewalk?,CLD,https://www.commonlit.org/texts/what-is-a-spacewalk,commonlit,2020,Info,mid,PD,G,1,1,"When astronauts go on spacewalks, they wear spacesuits to keep themselves safe. Inside spacesuits, astronauts have the oxygen they need to breathe. They have the water they need to drink.
Astronauts put on their spacesuits several hours before a spacewalk. The suits are pressurized. This means that the suits are filled with oxygen.
Once in their suits, astronauts breathe pure oxygen for a few hours. Breathing only oxygen gets rid of all the nitrogen in an astronaut's body. If they didn't get rid of the nitrogen, the astronauts might get gas bubbles in their body when they walked in space. These gas bubbles can cause astronauts to feel pain in their shoulders, elbows, wrists and knees. This pain is called getting ""the bends"" because it affects the places where the body bends, Scuba divers can also get ""the bends.""
Astronauts are now ready to get out of their spacecraft. They leave the spacecraft through a special door called an airlock. The airlock has two doors.",162,171,0,,14,14,4,0.840999936,0.492411116,75.92,5.6,6.96,10,7.28,0.23976,0.23861,0.495781233,25.11138716,0.719662688,0.799007882,0.79969597,0.77496123,0.682849944,0.7539748,Train
6768,,Victor G. Durham,The Submarine Boys and the Middies,,http://www.gutenberg.org/files/17756/17756-h/17756-h.html,gutenberg,1909,Lit,mid,PD,G,1,1,"It was a tailor-made, clean, crisp and new-looking young submarine commander who stepped into the naval cutter alongside.
Jack Benson looked as natty as a young man could look, and his uniform was that of a naval officer, save for the absence of the insignia of rank.
Up the side gangway of the gunboat Jack mounted, carrying himself in the best naval style. On deck stood a sentry, an orderly waiting beside him.
""Lieutenant Commander Mayhew will see you in his cabin, sir,"" announced the orderly. ""I will show you the way, sir.""
Mr. Mayhew was seated before a desk in his cabin when the orderly piloted the submarine boy in. The naval officer did not rise, nor did he ask the boy to take a seat. Jack Benson was very well aware that he stood in Mr. Mayhew's presence in the light of a culprit.",142,151,0,,9,9,5,-0.621323707,0.442332056,71.25,7.41,6.68,10,8.72,0.12249,0.14203,0.370695623,17.44442493,-0.955632674,-0.844045927,-0.8154128,-0.845397994,-0.759112834,-0.8789543,Test
6497,,Arthur Scott Bailey,The Tale of Henrietta Hen,,http://www.gutenberg.org/files/18652/18652-h/18652-h.htm,gutenberg,1921,Lit,mid,PD,G,1,1,"There was a terrible hubbub in the henhouse. The Rooster squalled so loudly that he waked up every hen in the place. And when they heard him crying that a skunk had knocked him off his roost they were as frightened as he was, and set up a wild cackle. All but Henrietta Hen! She knew there was no skunk there.
""Don't be a goose—er—don't be a gander!"" she hissed to the Rooster. ""I'm the one that bumped into you.""
The Rooster quickly came to his senses.
""Don't be alarmed, ladies!"" he called to the flock. ""There's no danger. There's been a slight mistake."" He pretended that he hadn't been scared. But he had been. And now he was somewhat uneasy about Henrietta Hen. He feared he was in for a scolding from her.
""If you had answered me when I spoke to you I wouldn't have left my perch in the dark,"" she told the Rooster severely. ""When I moved to your perch to see what was the matter I blundered into you. And then you thought I was a skunk! You owe me an apology, sir!""",184,208,0,,21,21,5,-0.974150676,0.478442026,94.21,2.24,1.45,6,6.75,0.19428,0.19428,0.507431031,23.78097362,-0.408394411,-0.739629257,-0.7054367,-0.785691994,-0.653694736,-0.66728276,Train
7230,,?,The German Airmen,"The European War, Vol. 1 - No. 5",http://www.gutenberg.org/files/18880/18880-h/18880-h.htm#The_German_Airmen,gutenberg,1914,Info,mid,PD,G,1,1,"The new model which I inspected had a monoplane body, observer and pilot sitting tandem fashion, the Mercedes motor (several cylinders) being in front. It was designed, not for speed but for weight-lifting, as indicated by its formidable arsenal of bombs.
The beauty of workmanship and finish of these infernal machines was interesting. The forty-pounders and twenty-pounders looked like miniature torpedoes, with slightly bulb-shaped bodies and tapering rounded noses, with a tiny three-bladed propeller for a tail and a steel ring to serve as a hand grip. When the aviator is ready to drop a bomb all he has to do is to make a simple adjustment, taking not more than a second, which releases the propeller, and then throw the bomb overboard. As it drops the propeller is set into rapid motion and drives the clockwork mechanism inside the bomb. After a hundred-yard drop it is all ready to explode when it strikes. There are also round cannon-ball-shaped bombs, and special bombs for starting a conflagration when they strike.",169,170,0,,8,8,2,-2.578989066,0.516950719,57.35,10.79,11.77,12,8.82,0.15395,0.15395,0.478089407,5.846140198,-2.281554978,-2.352593292,-2.441644,-2.633724297,-2.39661659,-2.436428,Train
4176,,Woodrow Wilson,AMERICA FOR HUMANITY.,"The European War, Vol 2, No. 3",http://www.gutenberg.org/files/15480/15480-h/15480-h.htm,gutenberg,1915,Info,mid,PD,G,1,1,"When I think of the flag that those ships carry, the only touch of color about them, the only thing that moves as if it had a settled spirit in it, in their solid structure, it seems to me I see alternate strips of parchment upon which are written the rights of liberty and justice and strips of blood spilt to vindicate those rights, and then, in the corner, a prediction of the blue serene into which every nation may swim which stands for these great things.
The mission of America is the only thing that a sailor or soldier should think about; he has nothing to do with the formulation of her policy; he is to support her policy, whatever it is—but he is to support her policy in the spirit of herself, and the strength of our policy is that we, who for the time being administer the affairs of this nation, do not originate her spirit; we attempt to embody it; we attempt to realize it in action we are dominated by it, we do not dictate it.",180,181,0,,2,3,2,-0.925302513,0.478600539,-3.28,36.2,43.35,18,11.27,0.29862,0.31945,0.436093682,4.494735425,-1.422287322,-1.208824424,-1.0159143,-1.058516665,-1.322448035,-1.183389,Train
5770,,Uncle Sam,TOO MANY PRESENTS,"The Nursery, February 1873, Vol. XIII.
       A Monthly Magazine for Youngest People",http://www.gutenberg.org/files/24475/24475-h/24475-h.htm#Page_61,gutenberg,1873,Lit,start,PD,G,1,1,"Did you ever hear of the boy who had a drum and a trumpet and a rocking-horse for his Christmas presents, and cried, after all, because Santa Claus had given his sister a doll, and hadn't given him one?
I have heard of that boy; but, to tell the truth, I doubt the whole story. It is a little too tough for me. I don't believe there ever was such a boy; and I won't believe in him until I see him.
But I did know a little boy who almost cried because he had no Christmas present. He was a good boy too. He would have been pleased with any thing; and it was too bad that Santa Claus forgot to bring some little gift for him.
The strangest case, though, is that of the little boy whose picture we have here. You see him just as he looked on Christmas morning, with his presents all around him; and yet you see he does not look happy. What can be the matter with the child?",173,179,0,,10,10,4,0.34502973,0.526428307,88.02,5.38,5.29,0,5.76,-0.04662,-0.04212,0.365045381,27.13447331,0.436704837,0.425768858,0.46253848,0.427815806,0.439385024,0.43193167,Train
7013,,A. L. SYKES,HOW TINY HARE MET CAT,"Boys and Girls Bookshelf; a Practical Plan of Character Building, Volume I",http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_176,gutenberg,1920,Lit,start,PD,G,1,1,"Once, just as the long, dark time that is at the end of each day came, Mama Hare said to Tiny Hare, who was at play,
""Come in, now, it is time for bed. You know you must hide from Man, and Dog, and Hawk; but I must tell you that you are to hide from Cat, also.""
""Who is Cat?"" said Tiny Hare.
""Cat is not so big as Dog. She has soft fur and two big wild eyes.""
""She is just like me,"" said Tiny Hare. ""I have soft fur and big eyes; then Cat is just a Hare.""
""The very idea!"" said Mama Hare. ""You have not big wild eyes, and your tail is not long like Cat's. Cat is not good for a Hare to meet. She can run very fast, and she has a claw for each toe,"" and she gave Tiny Hare a wee bite.",146,166,0,,13,11,6,0.213854327,0.505540979,102.7,2.35,0.78,0,0.68,-0.0158,-0.01388,0.258481544,25.46618178,0.141124787,0.22727065,0.1404182,0.296092466,0.238948369,0.18555574,Train
7088,,?,CID CAMPEADOR,Journeys Through Bookland Volume Four,http://www.gutenberg.org/cache/epub/7013/pg7013-images.html,gutenberg,1909,Lit,mid,PD,G,1,1,"Now it was the custom of the Cid to eat at a high table, seated on his bench, at the head. And Don Alvar Fañez, and Pero Bermudez, and other precious knights, ate in another part, at high tables, full honourably, and none other knights whatsoever dared take their seats with them, unless they were such as deserved to be there; and the others who were not so approved in arms ate upon estrados, at tables with cushions. This was the order in the house of the Cid, and every one knew the place where he was to sit at meat, and every one strove all he could to gain the honour of sitting to eat at the table of Don Alvar Fañez and his companions, by strenuously behaving himself in all feats of arms; and thus the honour of the Cid was advanced. This Martin Pelaez, thinking that none had seen his badness, washed his hands in turn with the other knights, and would have taken his place among them.",171,171,3,"honourably, honour, honour",4,4,1,-2.429331373,0.489631633,55.1,16.19,19.37,11,8.8,0.29059,0.30245,0.386434486,19.07079819,-2.294805569,-2.250566321,-2.4565055,-2.33186481,-2.277772031,-2.3325856,Test
2572,6.01,Gloria Soberón-Chávez,The Evolution of Bacteria Can Produce Chimeric Creatures: The Case of Azotobacter vinelandii,,https://kids.frontiersin.org/article/10.3389/frym.2019.00135,kids.frontiersin,2019,Info,mid,CC BY 4.0,G,1,1,"Earth's first living cell appeared nearly four billion years ago. We call it LUCA, the last universal common ancestor. We do not know much about LUCA, but every plant, every animal, and every one of us humans evolved from LUCA. We know this thanks to studies done with special proteins, which are large, complex molecules that play many critical roles in the body. Proteins do most of the work in cells and are required for the structure, function, and regulation of the body's tissues and organs contained in the cells of LUCA's descendants. Proteins are indispensable for every living being, as they are the molecules that do the things that keep everything alive. Every biological process necessary for life, like respiration, digestion, or reproduction, involves proteins in some way. And while many of these processes and their corresponding proteins vary between organisms—for example, the respiratory proteins of fishes are very different from those of elephants—some proteins are so important that everyone has to produce them. One of these crucial functions for life is the mechanism used to produce proteins, which is carried out by a bunch of proteins coupled with other molecules and collectively called the ribosome.",197,200,0,,9,9,1,-2.109207576,0.488715252,45.48,12.35,13.61,13,9.45,0.27837,0.25454,0.675915056,15.28533615,-1.280428545,-1.28106797,-1.3634268,-1.254303126,-1.316803629,-1.4008956,Test
5708,,Edwin Barton,OUR NEW DOG,"The Nursery, February 1873, Vol. XIII.
       A Monthly Magazine for Youngest People",http://www.gutenberg.org/files/24475/24475-h/24475-h.htm#Page_50,gutenberg,1873,Lit,start,PD,G,1,1,"We have a new dog. His name is Bright. He is only two years old. His master one day took the cars near our place for California; and poor Bright was left behind.
I met him at the railroad-station. He seemed to be in great distress. I had some bread in my hand, and offered him a piece. He was too sad to eat. I patted him on the head, and said, ""Poor doggie, have you lost your master?""
Bright howled as if he understood my question; and I believe he did. When I got home that day, I found that he had followed me. As I stood on the door-step, he fawned at my feet, and made a low, imploring noise, as if he would like to say, ""Do be my master, and let me be your dog: I will be such a good dog!""",144,150,0,,12,12,3,1.102074802,0.54342044,97.71,2.69,1.34,6,1.36,-0.11569,-0.08297,0.228327767,29.12401238,0.562440787,0.715117446,0.7527364,0.698289921,0.628083418,0.71042454,Test
3668,,L. M. Montgomery,Rilla of Ingleside,,http://www.gutenberg.org/files/3796/3796-h/3796-h.htm,gutenberg,1921,Lit,mid,PD,PG,2,2,"Dr. Jekyll loved new milk; Mr. Hyde would not touch milk and growled over his meat. Dr. Jekyll came down the stairs so silently that no one could hear him. Mr. Hyde made his tread as heavy as a man's. Several evenings, when Susan was alone in the house, he ""scared her stiff,"" as she declared, by doing this. He would sit in the middle of the kitchen floor, with his terrible eyes fixed unwinkingly upon hers for an hour at a time. This played havoc with her nerves, but poor Susan really held him in too much awe to try to drive him out. Once she had dared to throw a stick at him and he had promptly made a savage leap towards her. Susan rushed out of doors and never attempted to meddle with Mr. Hyde again—though she visited his misdeeds upon the innocent Dr. Jekyll, chasing him ignominiously out of her domain whenever he dared to poke his nose in and denying him certain savory tidbits for which he yearned.",173,176,0,,8,8,1,-0.873112105,0.483361974,73.39,8.4,8.97,10,7.99,0.11782,0.1229,0.425307243,17.24375248,-0.760099569,-0.831758315,-0.8175562,-0.804979087,-0.98309428,-1.0419148,Test
3426,,Traditional San story,Tjenga and the Eland man,African Storybook Level 5,https://www.africanstorybook.org/,africanstorybook,2014,Lit,mid,CC BY 4.0,PG,2,1.5,"Tjenga was afraid because he had shot the beautiful eland. He lay down silently in the bush, resting and waiting for the poison arrow to do its work. The sky and the air around Tjenga shivered from the midday heat while the hunter waited for the eland to die. Suddenly, the eland turned into a person. Tjenga's heart was even more afraid, for he did not mean to kill a person. What would the people say if they found that he had killed a person? Tjenga walked to his friend Ngu, to tell him what had happened. When he found his friend and told him the news, he said, ""I am in big trouble. I hunted an eland and after I shot it, it became a person. Please, you must help me now so that I can bury it before the people see what I have done."" Ngu said, ""Oh no! You are not my own family. I cannot make your problem my problem!"" With a sore heart, the young hunter returned to his own people.",176,182,0,,14,14,1,-1.318020734,0.470788204,85.92,4.4,3.25,6,5.7,0.01934,0.02434,0.361089897,28.40225916,-0.388205254,-0.303093933,-0.3059924,-0.326720539,-0.321381504,-0.26181737,Test
4316,,Letter signed by various authors,Russia in Literature,"The European War, Vol. 1 - No. 5",http://www.gutenberg.org/files/18880/18880-h/18880-h.htm#Russia_in_Literature,gutenberg,1914,Info,mid,PD,PG,2,1.5,"That task, we trust, will some day lie before us. When at last our victorious fleets and armies meet together, and the allied nations of East and West set themselves to restore the well-being of many millions of ruined homes, France and Great Britain will assuredly bring their large contributions of good-will and wisdom, but your country will have something to contribute which is all its own. It is not only because of your valor in war and your achievements in art, science, and letters that we rejoice to have you for allies and friends; it is for some quality in Russia herself, something both profound and humane, of which these achievements are the outcome and the expression.
You, like us, entered upon this war to defend a weak and threatened nation, which trusted you, against the lawless aggression of a strong military power; you, like us, have continued it as a war of self-defense and self-emancipation.",156,157,0,,4,4,2,-1.746873455,0.47505471,45.12,16.96,20.35,13,8.77,0.20448,0.23904,0.38050702,10.54280989,-1.826561337,-1.815499327,-1.8119249,-1.850667126,-1.803862158,-1.8503536,Train
5056,,?,THE PANTHEON AT ROME,"Scientific American Supplement, No. 385",http://www.gutenberg.org/files/8950/8950-h/8950-h.htm,gutenberg,1883,Info,whole,PD,G,1,1,"The edifice known as the Pantheon, in Rome, is one of the best preserved specimens of Roman architecture. It was erected in the year 26 B.C., and is therefore now about one thousand nine hundred years old. It was consecrated as a Christian church in the year 608. Its rotunda is 143 ft. in diameter and also 143 ft. high. Its portico is remarkable for the elegance and number of its Corinthian columns.
Señor Felipe Poey, a famous ichthyologist of Cuba, has recently brought out an exhaustive work upon the fishes of Cuban waters, in which he describes and depicts no fewer than 782 distinct varieties, although he admits some doubts about 105 kinds, concerning which he has yet to get more exact information. There can be no question, however, he claims, about the 677 species remaining, more than half of which he first described in previous works upon this subject, which has been the study of his life.",158,159,0,,7,7,2,-1.716466096,0.464753921,57.15,10.93,11.43,12,9.63,0.22381,0.24852,0.443501662,8.096249747,-1.605712861,-1.720588211,-1.6403948,-1.608905301,-1.708125701,-1.6579628,Train
3672,,Robert Palfrey Utter,Winter Mist,"""Modern Essays SELECTED BY
CHRISTOPHER MORLEY""",http://www.gutenberg.org/files/38280/38280-h/38280-h.htm,gutenberg,1921,Lit,mid,PD,G,1,1,"I like pond skating best by moonlight. The hollow among the hills will always have a bit of mist about it, let the sky be clear as it may. The moonlight, which seems so lucid and brilliant when you look up, is all pearl and smoke round the pond and the hills. The shore that was like iron under your heel as you came down to the ice is vague, when you look back at it from the center of the pond, as the memory of a dream. The motion is like flying in a dream; you float free and the world floats under you; your velocity is without effort and without accomplishment, for, speed as you may, you leave nothing behind and approach nothing. You look upward. The mist is overhead now; you see the moon in a ""hollow halo"" at the bottom of an ""icy crystal cup,"" and you yourself are in just such another. The mist, palely opalescent, drives past her out of nothing into nowhere. ",169,173,0,,8,8,1,-0.824312976,0.47636485,76.76,7.8,8.12,8,6.37,0.11616,0.13732,0.36671425,16.81053787,-0.923968468,-0.936960649,-0.9331792,-0.840892145,-1.063524024,-0.9208538,Test
2934,,simple wiki,Electronic_engineering,,https://simple.wikipedia.org/wiki/Electronic_engineering,simple.wikipedia,2017,Info,whole,CC BY-SA 3.0 and GFDL,G,1,1,"Electronic engineering is a discipline that investigates all kinds of situations related to electricity and magnetism. Electronic engineers are concerned with such processes as; the transfer of information using radio waves, the design of electronic circuits, the design of computer systems, and the development of control systems such as aircraft autopilots and other embedded systems. The term electronic engineering started to emerge in the late 1950s. Before the second world war, electronic engineering was commonly known as a 'radio engineering'. At that time, studying radio engineering at a university was part of a physics degree. Later, as consumer devices started to be developed, the field broadened to include modern TV, audio systems, Hi-Fi and later computers and microprocessors. In the mid to late 1950s, the term radio engineering gradually gave way to the name 'electronic engineering', which then became a standalone university degree subject. Fundamental studies of the discipline are the sciences of physics and mathematics as these help to get both qualitative and quantitative descriptions of how such systems will work.",172,172,0,,8,8,1,-1.011278343,0.479459357,28.4,14.67,15.28,15,11.01,0.31313,0.29564,0.685981653,8.489953444,-1.326298476,-1.19824345,-1.1738731,-1.112757049,-1.390275853,-1.1781801,Train
6166,,"Horatio Alger, Jr.","Brave and Bold, Or The Fortunes of Robert Rushton",,http://www.gutenberg.org/cache/epub/9990/pg9990.txt,gutenberg,1899,Lit,mid,PD,G,1,1,"The main schoolroom in the Millville Academy was brilliantly lighted, and the various desks were occupied by boys and girls of different ages from ten to eighteen, all busily writing under the general direction of Professor George W. Granville, Instructor in Plain and Ornamental Penmanship.
Professor Granville, as he styled himself, was a traveling teacher, and generally had two or three evening schools in progress in different places at the same time. He was really a very good penman, and in a course of twelve lessons, for which he charged the very moderate price of a dollar, not, of course, including stationery, he contrived to impart considerable instruction, and such pupils as chose to learn were likely to profit by his instructions. His venture in Millville had been unusually successful. There were a hundred pupils on his list, and there had been no disturbance during the course of lessons.
At nine precisely, Professor Granville struck a small bell, and said, in rather a nasal voice:
""You will now stop writing.""",167,172,0,,6,7,4,-0.868510342,0.446637955,42.72,14.34,15.99,16,8.85,0.18185,0.18495,0.535259348,9.444510531,-0.892252036,-0.813882391,-0.8095684,-0.804559109,-0.856859975,-0.7401008,Test
4449,,W. D. Wattles,The Science of Getting Rich,,http://www.gutenberg.org/files/59844/59844-h/59844-h.htm,gutenberg,1910,Info,mid,PD,PG,2,1.5,"There are three motives for which we live; we live for the body, we live for the mind, and we live for the soul. No one of these is better or holier than the other; all are alike desirable, and no one of the three—body, mind, or soul—can live fully if either of the others is cut short of full life and expression. It is not right or noble to live only for the soul and deny mind or body; and it is wrong to live for the intellect and deny body and soul. We are all acquainted with the loathsome consequences of living for the body and denying both mind and soul; and we see that real life means the complete expression of all that man can give forth through body, mind, and soul. Whatever he may say, no man can be really happy or satisfied unless his body is living fully in every function, and unless the same is true of his mind and his soul. Wherever there is unexpressed possibility, or function not performed, there is unsatisfied desire. Desire is possibility seeking expression, or function seeking performance.",190,190,0,,7,7,1,-0.575403792,0.490184524,60.85,11.52,12.21,11,7.39,0.29175,0.28586,0.466300967,27.21944093,-1.691080145,-1.761470637,-1.7156701,-1.769206144,-1.772028662,-1.7779863,Test
6324,,Solon J. Buck,The Agrarian Crusade,,http://www.gutenberg.org/files/2899/2899-h/2899-h.htm#Chapter07,gutenberg,1920,Info,mid,PD,G,1,1,"Whether or not the American farmer realized that the nineteenth century had seen a total change in the economic relations of the world, he did perceive clearly that something was wrong in his own case. The first and most impressive evidence of this was to be found in the prices he received for what he had to sell. From 1883 to 1889 inclusive the average price of wheat was seventy-three cents a bushel, of corn thirty-six cents, of oats twenty-eight cents. In 1890 crops were poor in most of the grain areas, while prosperous times continued to keep the consuming public of the manufacturing regions able to buy; consequently corn and oats nearly doubled in price, and wheat advanced 20 percent. Nevertheless, such was the shortage, except in the case of corn, that the total return was smaller than it had been for a year or two before. In 1891 bumper crops of wheat, corn, oats, rye, and barley drove the price down on all except wheat and rye, but not to the level of 1889.",176,176,0,,6,6,1,-1.53032668,0.482522379,67.45,10.2,11.97,11,7.9,0.17631,0.18474,0.466986398,14.6549703,-1.339524801,-1.501633081,-1.4462181,-1.457556652,-1.472263488,-1.5262228,Train
